risk_event_id,shipment_id,warehouse_id,supplier_id,product_id,event_date,risk_category,risk_type,severity,impact_area,estimated_loss,status,root_cause,resolution_action,resolved_date
RSK002205,SHP008622,7,207,1217,03-07-2025,Product Quality,Packaging Damage,Medium,Inventory,18906,Investigating,Vehicle mechanical failure,Route optimized,
RSK002206,SHP006416,22,269,3773,11-12-2025,Transportation,Fuel Shortage,Low,Warehouse,2832,Resolved,Warehouse power outage,Assigned alternate supplier,18-12-2025
RSK002207,SHP012836,20,11,668,23-01-2025,Supplier,Supplier Capacity Issue,Medium,Warehouse,21153,Mitigated,Poor demand forecasting,Additional quality inspection,06-02-2025
RSK002208,SHP004441,16,180,3292,15-08-2025,Product Quality,Damaged Goods,Low,Shipment,1186,Mitigated,Packaging quality issue,Route optimized,16-08-2025
RSK002209,SHP002223,11,54,1443,07-03-2025,Inventory,Inventory Mismatch,Low,Warehouse,4277,Resolved,Vehicle mechanical failure,Insurance claim initiated,16-03-2025
RSK002210,SHP006887,24,427,1318,24-07-2025,Weather,Heavy Rain,High,Shipment,85861,Resolved,Supplier production delay,Route optimized,25-07-2025
RSK002211,SHP004868,14,429,1093,26-07-2025,Logistics,Route Blockage,Low,Customer,3323,Resolved,Heavy rainfall disrupted transport,Insurance claim initiated,27-07-2025
RSK002212,SHP003431,8,34,2021,18-08-2025,Logistics,Route Blockage,Low,Shipment,1843,Resolved,Warehouse power outage,Warehouse maintenance completed,24-08-2025
RSK002213,SHP010265,2,490,4422,12-02-2025,Weather,Cyclone,Medium,Warehouse,7549,Mitigated,Customs clearance delay,Assigned alternate supplier,17-02-2025
RSK002214,SHP008729,8,36,449,18-11-2025,Inventory,Inventory Mismatch,Medium,Supplier,6342,Mitigated,Poor demand forecasting,Route optimized,25-11-2025
RSK002215,SHP002583,6,470,3225,19-01-2025,Logistics,Lost Shipment,Low,Customer,2470,Resolved,Vehicle mechanical failure,Assigned alternate supplier,20-01-2025
RSK002216,SHP005683,6,291,3299,22-05-2025,Warehouse,Fire Alarm,Medium,Warehouse,9303,Resolved,Incorrect inventory records,Insurance claim initiated,29-05-2025
RSK002217,SHP013834,8,331,3669,30-05-2025,Supplier,Late Delivery,Medium,Supplier,9693,Mitigated,Warehouse power outage,Insurance claim initiated,05-06-2025
RSK002218,SHP014878,19,348,3511,12-02-2025,Supplier,Material Shortage,Medium,Warehouse,22386,Resolved,Supplier production delay,Route optimized,15-02-2025
RSK002219,SHP002498,19,494,1365,22-07-2025,Logistics,Wrong Delivery,High,Shipment,40600,Investigating,Supplier production delay,Insurance claim initiated,
RSK002220,SHP005780,23,109,522,21-10-2025,Warehouse,Fire Alarm,Medium,Inventory,20685,Resolved,Supplier production delay,Emergency procurement completed,03-11-2025
RSK002221,SHP008327,9,448,3689,04-08-2025,Logistics,Lost Shipment,High,Supplier,30792,Open,Supplier production delay,Route optimized,
RSK002222,SHP013984,16,201,3815,04-05-2025,Logistics,Wrong Delivery,Medium,Warehouse,19766,Resolved,Poor demand forecasting,Insurance claim initiated,08-05-2025
RSK002223,SHP011212,6,276,336,19-07-2025,Product Quality,Damaged Goods,Medium,Customer,6864,Resolved,Heavy rainfall disrupted transport,Emergency procurement completed,22-07-2025
RSK002224,SHP001639,5,488,4032,16-07-2025,Product Quality,Manufacturing Defect,Low,Supplier,1497,Resolved,Heavy rainfall disrupted transport,Assigned alternate supplier,24-07-2025
RSK002225,SHP004595,24,39,3213,25-04-2025,Warehouse,Storage Capacity Full,High,Warehouse,51181,Resolved,Warehouse power outage,Additional quality inspection,01-05-2025
RSK002226,SHP014955,19,222,1885,21-07-2025,Weather,Cyclone,Medium,Supplier,7675,Resolved,Poor demand forecasting,Increased safety stock,26-07-2025
RSK002227,SHP010481,15,165,3887,01-06-2025,Inventory,Overstock,Medium,Shipment,18314,Resolved,Supplier production delay,Route optimized,07-06-2025
RSK002228,SHP000574,21,449,1614,29-03-2025,Inventory,Stockout,Low,Supplier,4387,Resolved,Supplier production delay,Additional quality inspection,03-04-2025
RSK002229,SHP010115,18,227,4752,22-07-2025,Logistics,Wrong Delivery,High,Warehouse,85694,Resolved,Warehouse power outage,Assigned alternate supplier,29-07-2025
RSK002230,SHP014409,7,459,453,03-12-2025,Logistics,Lost Shipment,Medium,Inventory,10008,Resolved,Poor demand forecasting,Insurance claim initiated,04-12-2025
RSK002231,SHP009270,11,398,3878,29-10-2025,Supplier,Supplier Capacity Issue,Low,Inventory,3151,Mitigated,Incorrect inventory records,Expedited shipment,12-11-2025
RSK002232,SHP002163,11,387,675,25-08-2025,Logistics,Wrong Delivery,Low,Supplier,4634,Resolved,Packaging quality issue,Route optimized,08-09-2025
RSK002233,SHP009278,19,255,1027,23-09-2025,Inventory,Stockout,Low,Warehouse,1524,Resolved,Incorrect inventory records,Expedited shipment,26-09-2025
RSK002234,SHP014460,24,410,354,19-04-2025,Logistics,Route Blockage,Low,Customer,1277,Resolved,Customs clearance delay,Insurance claim initiated,22-04-2025
RSK002235,SHP012206,9,217,4116,18-10-2025,Supplier,Supplier Capacity Issue,Medium,Customer,11749,Mitigated,Packaging quality issue,Insurance claim initiated,30-10-2025
RSK002236,SHP001270,2,72,131,25-01-2025,Transportation,Traffic Congestion,Medium,Shipment,17305,Mitigated,Warehouse power outage,Increased safety stock,08-02-2025
RSK002237,SHP011858,4,39,580,28-04-2025,Logistics,Route Blockage,Low,Supplier,4573,Resolved,Supplier production delay,Warehouse maintenance completed,01-05-2025
RSK002238,SHP003332,17,60,3067,21-08-2025,Logistics,Wrong Delivery,Low,Shipment,1168,Mitigated,Vehicle mechanical failure,Increased safety stock,30-08-2025
RSK002239,SHP008473,12,336,1228,26-09-2025,Logistics,Shipment Delay,Low,Inventory,2054,Investigating,Warehouse power outage,Assigned alternate supplier,
RSK002240,SHP011970,10,1,3480,17-08-2025,Warehouse,Fire Alarm,Medium,Inventory,19089,Resolved,Poor demand forecasting,Emergency procurement completed,28-08-2025
RSK002241,SHP000563,14,470,4790,28-07-2025,Financial,Currency Fluctuation,High,Inventory,77507,Investigating,Poor demand forecasting,Increased safety stock,
RSK002242,SHP000015,2,99,3959,15-05-2025,Supplier,Material Shortage,High,Customer,63697,Mitigated,Packaging quality issue,Expedited shipment,18-05-2025
RSK002243,SHP004323,15,158,130,23-09-2025,Logistics,Wrong Delivery,Low,Warehouse,1832,Resolved,Vehicle mechanical failure,Emergency procurement completed,24-09-2025
RSK002244,SHP013285,20,113,3454,26-12-2025,Logistics,Wrong Delivery,High,Customer,44627,Resolved,Vehicle mechanical failure,Assigned alternate supplier,01-01-2026
RSK002245,SHP001096,6,5,1650,11-02-2025,Logistics,Lost Shipment,Medium,Customer,6806,Resolved,Supplier production delay,Expedited shipment,22-02-2025
RSK002246,SHP006513,15,352,3274,07-05-2025,Inventory,Stockout,Low,Inventory,4474,Resolved,Vehicle mechanical failure,Emergency procurement completed,14-05-2025
RSK002247,SHP011093,7,347,4516,31-07-2025,Supplier,Supplier Capacity Issue,Low,Warehouse,3277,Investigating,Supplier production delay,Warehouse maintenance completed,
RSK002248,SHP006929,8,441,1758,21-01-2025,Logistics,Lost Shipment,High,Shipment,78747,Resolved,Customs clearance delay,Assigned alternate supplier,22-01-2025
RSK002249,SHP012673,6,142,4131,21-11-2025,Product Quality,Packaging Damage,Medium,Customer,8668,Resolved,Poor demand forecasting,Additional quality inspection,26-11-2025
RSK002250,SHP008316,15,211,1334,17-03-2025,Warehouse,Storage Capacity Full,Medium,Supplier,9781,Resolved,Packaging quality issue,Expedited shipment,27-03-2025
RSK002251,SHP001581,8,450,3500,19-11-2025,Weather,Heavy Rain,High,Customer,52945,Resolved,Warehouse power outage,Emergency procurement completed,29-11-2025
RSK002252,SHP007513,23,301,2528,18-01-2025,Inventory,Inventory Mismatch,High,Warehouse,50888,Resolved,Supplier production delay,Additional quality inspection,21-01-2025
RSK002253,SHP009472,19,312,3495,16-09-2025,Supplier,Late Delivery,Medium,Supplier,23950,Resolved,Customs clearance delay,Expedited shipment,29-09-2025
RSK002254,SHP010445,7,288,202,08-05-2025,Logistics,Shipment Delay,Medium,Supplier,5222,Investigating,Poor demand forecasting,Expedited shipment,
RSK002255,SHP002475,13,421,2081,07-04-2025,Logistics,Shipment Delay,Medium,Customer,7877,Investigating,Vehicle mechanical failure,Emergency procurement completed,
RSK002256,SHP011023,1,188,4619,02-12-2025,Logistics,Wrong Delivery,Medium,Inventory,24536,Mitigated,Incorrect inventory records,Warehouse maintenance completed,16-12-2025
RSK002257,SHP009939,20,171,2482,14-07-2025,Logistics,Wrong Delivery,Low,Supplier,1789,Resolved,Supplier production delay,Route optimized,26-07-2025
RSK002258,SHP008742,13,66,622,25-06-2025,Supplier,Supplier Capacity Issue,High,Shipment,86781,Open,Customs clearance delay,Warehouse maintenance completed,
RSK002259,SHP010548,25,391,3259,24-07-2025,Inventory,Stockout,Low,Shipment,4103,Investigating,Poor demand forecasting,Route optimized,
RSK002260,SHP008094,3,309,4396,09-01-2025,Inventory,Overstock,Medium,Inventory,11500,Resolved,Supplier production delay,Assigned alternate supplier,20-01-2025
RSK002261,SHP003345,6,198,3724,20-08-2025,Warehouse,Fire Alarm,Medium,Shipment,21689,Resolved,Incorrect inventory records,Assigned alternate supplier,24-08-2025
RSK002262,SHP005341,1,353,4441,06-04-2025,Supplier,Supplier Capacity Issue,Low,Warehouse,4391,Resolved,Packaging quality issue,Emergency procurement completed,08-04-2025
RSK002263,SHP001591,21,233,3396,10-02-2025,Supplier,Late Delivery,Medium,Inventory,14946,Mitigated,Incorrect inventory records,Expedited shipment,13-02-2025
RSK002264,SHP013137,1,63,586,03-11-2025,Logistics,Route Blockage,Medium,Customer,22941,Resolved,Packaging quality issue,Increased safety stock,10-11-2025
RSK002265,SHP009466,7,431,3585,05-01-2025,Warehouse,Power Failure,Medium,Customer,24254,Mitigated,Incorrect inventory records,Expedited shipment,19-01-2025
RSK002266,SHP012347,12,15,3003,14-12-2025,Warehouse,Fire Alarm,High,Inventory,52812,Resolved,Vehicle mechanical failure,Insurance claim initiated,24-12-2025
RSK002267,SHP005581,9,482,3968,28-07-2025,Inventory,Overstock,High,Shipment,95145,Resolved,Heavy rainfall disrupted transport,Additional quality inspection,10-08-2025
RSK002268,SHP004211,16,147,825,04-04-2025,Inventory,Inventory Mismatch,Critical,Shipment,105694,Mitigated,Warehouse power outage,Emergency procurement completed,13-04-2025
RSK002269,SHP009932,1,461,1498,25-12-2025,Supplier,Late Delivery,Low,Warehouse,2815,Resolved,Heavy rainfall disrupted transport,Assigned alternate supplier,01-01-2026
RSK002270,SHP011104,10,494,601,17-05-2025,Inventory,Stockout,Critical,Customer,227867,Resolved,Poor demand forecasting,Additional quality inspection,20-05-2025
RSK002271,SHP001931,4,12,3393,08-10-2025,Logistics,Shipment Delay,Low,Supplier,4028,Mitigated,Heavy rainfall disrupted transport,Insurance claim initiated,10-10-2025
RSK002272,SHP013624,12,357,972,17-08-2025,Inventory,Overstock,Medium,Supplier,19084,Mitigated,Warehouse power outage,Insurance claim initiated,31-08-2025
RSK002273,SHP014816,23,351,611,08-04-2025,Supplier,Material Shortage,Medium,Warehouse,12088,Investigating,Supplier production delay,Route optimized,
RSK002274,SHP007730,5,78,3456,23-07-2025,Product Quality,Packaging Damage,Low,Supplier,2581,Open,Supplier production delay,Assigned alternate supplier,
RSK002275,SHP004931,12,264,3316,14-07-2025,Warehouse,Equipment Failure,Low,Inventory,2107,Resolved,Supplier production delay,Additional quality inspection,20-07-2025
RSK002276,SHP013953,25,328,441,17-02-2025,Financial,Cost Increase,Medium,Shipment,5923,Resolved,Customs clearance delay,Warehouse maintenance completed,23-02-2025
RSK002277,SHP012743,7,272,4558,25-03-2025,Inventory,Overstock,Medium,Supplier,8569,Mitigated,Warehouse power outage,Expedited shipment,04-04-2025
RSK002278,SHP004851,21,352,3294,16-01-2025,Product Quality,Damaged Goods,Low,Shipment,2554,Resolved,Poor demand forecasting,Emergency procurement completed,26-01-2025
RSK002279,SHP008798,12,207,4419,10-04-2025,Product Quality,Manufacturing Defect,Low,Customer,1749,Investigating,Incorrect inventory records,Increased safety stock,
RSK002280,SHP008922,11,146,506,03-06-2025,Supplier,Material Shortage,Low,Customer,2243,Investigating,Poor demand forecasting,Route optimized,
RSK002281,SHP010454,5,483,1097,06-09-2025,Supplier,Late Delivery,Low,Supplier,4398,Resolved,Supplier production delay,Additional quality inspection,18-09-2025
RSK002282,SHP013720,23,156,1588,12-04-2025,Logistics,Lost Shipment,High,Inventory,99608,Mitigated,Customs clearance delay,Insurance claim initiated,18-04-2025
RSK002283,SHP014468,8,309,1130,26-02-2025,Supplier,Late Delivery,Medium,Inventory,10999,Mitigated,Warehouse power outage,Insurance claim initiated,08-03-2025
RSK002284,SHP012311,20,48,3369,10-02-2025,Warehouse,Power Failure,High,Supplier,38088,Resolved,Vehicle mechanical failure,Insurance claim initiated,18-02-2025
RSK002285,SHP011374,14,239,4630,26-06-2025,Supplier,Supplier Capacity Issue,High,Customer,26511,Resolved,Warehouse power outage,Emergency procurement completed,07-07-2025
RSK002286,SHP005109,13,456,3524,22-04-2025,Inventory,Inventory Mismatch,High,Customer,73978,Open,Vehicle mechanical failure,Insurance claim initiated,
RSK002287,SHP007760,24,439,4028,28-05-2025,Warehouse,Fire Alarm,Low,Inventory,2725,Resolved,Customs clearance delay,Expedited shipment,02-06-2025
RSK002288,SHP008367,21,99,4810,10-03-2025,Product Quality,Manufacturing Defect,Low,Warehouse,2547,Resolved,Packaging quality issue,Warehouse maintenance completed,18-03-2025
RSK002289,SHP008179,3,296,1406,27-09-2025,Logistics,Shipment Delay,High,Shipment,63851,Resolved,Poor demand forecasting,Warehouse maintenance completed,28-09-2025
RSK002290,SHP005990,13,183,3358,18-06-2025,Supplier,Late Delivery,Low,Supplier,1783,Resolved,Vehicle mechanical failure,Emergency procurement completed,21-06-2025
RSK002291,SHP006259,3,431,4540,11-11-2025,Logistics,Route Blockage,High,Supplier,48736,Resolved,Supplier production delay,Additional quality inspection,20-11-2025
RSK002292,SHP012002,12,74,3344,13-08-2025,Logistics,Route Blockage,Low,Warehouse,943,Resolved,Heavy rainfall disrupted transport,Warehouse maintenance completed,20-08-2025
RSK002293,SHP006278,18,99,2353,09-06-2025,Supplier,Material Shortage,Low,Shipment,3820,Resolved,Supplier production delay,Additional quality inspection,13-06-2025
RSK002294,SHP014994,3,169,211,23-06-2025,Warehouse,Power Failure,Medium,Supplier,16071,Open,Packaging quality issue,Assigned alternate supplier,
RSK002295,SHP006398,4,380,4346,19-04-2025,Inventory,Inventory Mismatch,Low,Shipment,1027,Resolved,Customs clearance delay,Insurance claim initiated,28-04-2025
RSK002296,SHP003984,11,94,4210,02-05-2025,Logistics,Shipment Delay,High,Customer,55050,Mitigated,Incorrect inventory records,Route optimized,13-05-2025
RSK002297,SHP006945,11,370,3365,01-09-2025,Logistics,Shipment Delay,Low,Supplier,4995,Resolved,Warehouse power outage,Route optimized,12-09-2025
RSK002298,SHP010708,14,140,2561,19-05-2025,Logistics,Wrong Delivery,Low,Shipment,1588,Resolved,Warehouse power outage,Insurance claim initiated,26-05-2025
RSK002299,SHP012300,10,226,895,21-11-2025,Warehouse,Storage Capacity Full,Low,Shipment,672,Resolved,Packaging quality issue,Warehouse maintenance completed,24-11-2025
RSK002300,SHP010391,6,345,4233,19-02-2025,Transportation,Fuel Shortage,Low,Shipment,2150,Resolved,Heavy rainfall disrupted transport,Additional quality inspection,03-03-2025
RSK002301,SHP009724,2,207,2520,17-08-2025,Inventory,Inventory Mismatch,Low,Inventory,745,Investigating,Warehouse power outage,Expedited shipment,
RSK002302,SHP014959,21,479,3356,07-10-2025,Logistics,Shipment Delay,Low,Inventory,4140,Open,Supplier production delay,Route optimized,
RSK002303,SHP007388,4,170,2635,07-05-2025,Logistics,Shipment Delay,Low,Shipment,3072,Mitigated,Incorrect inventory records,Expedited shipment,21-05-2025
RSK002304,SHP007130,22,88,2808,29-01-2025,Transportation,Vehicle Breakdown,Medium,Inventory,14877,Resolved,Warehouse power outage,Insurance claim initiated,07-02-2025
RSK002305,SHP006242,7,489,3094,17-09-2025,Inventory,Inventory Mismatch,Low,Shipment,2478,Investigating,Heavy rainfall disrupted transport,Expedited shipment,
RSK002306,SHP011119,4,318,1846,21-07-2025,Inventory,Inventory Mismatch,High,Inventory,48173,Resolved,Poor demand forecasting,Assigned alternate supplier,31-07-2025
RSK002307,SHP008927,1,83,3130,02-12-2025,Logistics,Wrong Delivery,High,Inventory,85981,Resolved,Supplier production delay,Warehouse maintenance completed,07-12-2025
RSK002308,SHP000397,6,229,365,06-07-2025,Supplier,Material Shortage,Low,Supplier,2927,Resolved,Vehicle mechanical failure,Expedited shipment,18-07-2025
RSK002309,SHP001980,4,455,3296,10-10-2025,Weather,Flood,Low,Supplier,993,Resolved,Customs clearance delay,Emergency procurement completed,16-10-2025
RSK002310,SHP006849,15,462,1880,08-04-2025,Warehouse,Equipment Failure,High,Shipment,61543,Mitigated,Heavy rainfall disrupted transport,Additional quality inspection,13-04-2025
RSK002311,SHP012181,23,74,1371,16-09-2025,Product Quality,Packaging Damage,Low,Shipment,3069,Resolved,Poor demand forecasting,Warehouse maintenance completed,30-09-2025
RSK002312,SHP010323,17,127,1187,28-05-2025,Product Quality,Packaging Damage,Low,Shipment,4604,Resolved,Packaging quality issue,Expedited shipment,07-06-2025
RSK002313,SHP005270,14,130,3757,09-09-2025,Supplier,Supplier Capacity Issue,High,Inventory,54605,Mitigated,Vehicle mechanical failure,Route optimized,17-09-2025
RSK002314,SHP001329,12,125,3354,06-02-2025,Inventory,Inventory Mismatch,Low,Warehouse,4562,Investigating,Packaging quality issue,Expedited shipment,
RSK002315,SHP014463,21,362,2637,01-05-2025,Supplier,Late Delivery,Medium,Supplier,23242,Mitigated,Vehicle mechanical failure,Expedited shipment,12-05-2025
RSK002316,SHP004661,10,186,747,24-03-2025,Logistics,Wrong Delivery,Medium,Customer,22547,Resolved,Vehicle mechanical failure,Increased safety stock,06-04-2025
RSK002317,SHP007601,17,444,48,26-06-2025,Warehouse,Equipment Failure,Medium,Inventory,7063,Investigating,Warehouse power outage,Increased safety stock,
RSK002318,SHP002153,25,325,4769,24-07-2025,Weather,Flood,Medium,Customer,13593,Resolved,Supplier production delay,Warehouse maintenance completed,04-08-2025
RSK002319,SHP010031,12,21,2173,13-09-2025,Warehouse,Equipment Failure,Low,Inventory,2108,Investigating,Vehicle mechanical failure,Assigned alternate supplier,
RSK002320,SHP001696,20,168,2844,28-12-2025,Logistics,Wrong Delivery,Medium,Warehouse,14343,Investigating,Heavy rainfall disrupted transport,Insurance claim initiated,
RSK002321,SHP013991,25,253,2588,20-03-2025,Inventory,Inventory Mismatch,Medium,Supplier,18004,Resolved,Incorrect inventory records,Warehouse maintenance completed,21-03-2025
RSK002322,SHP013681,21,38,1188,14-09-2025,Supplier,Supplier Capacity Issue,High,Customer,72271,Investigating,Heavy rainfall disrupted transport,Expedited shipment,
RSK002323,SHP010201,2,364,3658,25-05-2025,Inventory,Inventory Mismatch,Low,Supplier,4274,Investigating,Customs clearance delay,Route optimized,
RSK002324,SHP002663,5,417,1697,28-12-2025,Product Quality,Packaging Damage,Medium,Customer,5054,Resolved,Vehicle mechanical failure,Warehouse maintenance completed,04-01-2026
RSK002325,SHP000590,6,181,1587,21-04-2025,Warehouse,Storage Capacity Full,Medium,Inventory,24244,Resolved,Packaging quality issue,Warehouse maintenance completed,27-04-2025
RSK002326,SHP014894,17,417,95,31-03-2025,Logistics,Wrong Delivery,Low,Inventory,2414,Investigating,Vehicle mechanical failure,Route optimized,
RSK002327,SHP002463,12,74,3747,07-04-2025,Logistics,Shipment Delay,Medium,Supplier,22738,Resolved,Poor demand forecasting,Increased safety stock,12-04-2025
RSK002328,SHP009527,22,299,2952,26-11-2025,Transportation,Vehicle Breakdown,Medium,Warehouse,16221,Investigating,Supplier production delay,Warehouse maintenance completed,
RSK002329,SHP004552,1,360,2488,28-08-2025,Logistics,Shipment Delay,High,Inventory,72391,Mitigated,Customs clearance delay,Assigned alternate supplier,06-09-2025
RSK002330,SHP009923,20,387,600,06-08-2025,Supplier,Supplier Capacity Issue,High,Supplier,63145,Investigating,Supplier production delay,Emergency procurement completed,
RSK002331,SHP008203,17,491,3005,24-01-2025,Product Quality,Packaging Damage,Low,Customer,3810,Investigating,Packaging quality issue,Warehouse maintenance completed,
RSK002332,SHP013457,12,454,2519,29-08-2025,Supplier,Material Shortage,Medium,Warehouse,11234,Open,Poor demand forecasting,Expedited shipment,
RSK002333,SHP007704,18,96,1502,16-03-2025,Logistics,Route Blockage,Low,Inventory,4395,Resolved,Incorrect inventory records,Additional quality inspection,29-03-2025
RSK002334,SHP010106,16,284,3669,16-11-2025,Warehouse,Storage Capacity Full,High,Customer,79825,Resolved,Incorrect inventory records,Assigned alternate supplier,23-11-2025
RSK002335,SHP008326,8,117,4215,15-12-2025,Logistics,Wrong Delivery,High,Customer,84746,Resolved,Heavy rainfall disrupted transport,Warehouse maintenance completed,16-12-2025
RSK002336,SHP012748,20,424,2602,12-02-2025,Transportation,Vehicle Breakdown,Medium,Inventory,11241,Mitigated,Customs clearance delay,Emergency procurement completed,16-02-2025
RSK002337,SHP009253,23,126,4872,16-06-2025,Inventory,Stockout,Medium,Warehouse,8708,Mitigated,Poor demand forecasting,Expedited shipment,27-06-2025
RSK002338,SHP000719,12,57,2402,20-06-2025,Inventory,Overstock,Low,Warehouse,1567,Resolved,Packaging quality issue,Increased safety stock,29-06-2025
RSK002339,SHP012358,1,183,4389,16-06-2025,Supplier,Supplier Capacity Issue,Low,Warehouse,2871,Resolved,Packaging quality issue,Assigned alternate supplier,23-06-2025
RSK002340,SHP014891,9,476,2882,26-06-2025,Warehouse,Equipment Failure,Low,Customer,1724,Resolved,Incorrect inventory records,Additional quality inspection,10-07-2025
RSK002341,SHP000205,6,134,250,18-01-2025,Logistics,Route Blockage,Low,Inventory,720,Resolved,Packaging quality issue,Route optimized,19-01-2025
RSK002342,SHP004040,19,337,4134,23-12-2025,Logistics,Wrong Delivery,Low,Warehouse,885,Resolved,Vehicle mechanical failure,Insurance claim initiated,01-01-2026
RSK002343,SHP006489,7,257,3745,17-09-2025,Logistics,Shipment Delay,High,Shipment,44490,Mitigated,Customs clearance delay,Assigned alternate supplier,20-09-2025
RSK002344,SHP009399,21,150,1776,20-12-2025,Product Quality,Packaging Damage,High,Customer,29977,Resolved,Incorrect inventory records,Expedited shipment,02-01-2026
RSK002345,SHP008240,9,440,1497,20-01-2025,Inventory,Inventory Mismatch,Medium,Supplier,20302,Open,Supplier production delay,Emergency procurement completed,
RSK002346,SHP007936,15,335,2162,11-06-2025,Logistics,Wrong Delivery,Low,Supplier,4020,Mitigated,Warehouse power outage,Increased safety stock,22-06-2025
RSK002347,SHP006806,9,358,2884,09-10-2025,Product Quality,Damaged Goods,Medium,Shipment,10372,Resolved,Vehicle mechanical failure,Warehouse maintenance completed,14-10-2025
RSK002348,SHP009825,5,342,3444,12-10-2025,Warehouse,Power Failure,Medium,Inventory,20166,Resolved,Vehicle mechanical failure,Emergency procurement completed,26-10-2025
RSK002349,SHP008984,21,428,2226,06-11-2025,Financial,Cost Increase,High,Shipment,45600,Investigating,Warehouse power outage,Additional quality inspection,
RSK002350,SHP012502,18,323,4420,04-07-2025,Product Quality,Manufacturing Defect,High,Customer,85264,Resolved,Vehicle mechanical failure,Warehouse maintenance completed,11-07-2025
RSK002351,SHP006405,2,394,1188,18-12-2025,Logistics,Wrong Delivery,Medium,Shipment,13921,Resolved,Heavy rainfall disrupted transport,Additional quality inspection,30-12-2025
RSK002352,SHP007618,21,401,4019,12-03-2025,Logistics,Route Blockage,High,Customer,67178,Resolved,Packaging quality issue,Additional quality inspection,22-03-2025
RSK002353,SHP002901,17,480,3486,14-05-2025,Logistics,Wrong Delivery,Medium,Shipment,22653,Mitigated,Heavy rainfall disrupted transport,Warehouse maintenance completed,17-05-2025
RSK002354,SHP013874,20,287,6,31-10-2025,Supplier,Supplier Capacity Issue,Medium,Inventory,6633,Resolved,Heavy rainfall disrupted transport,Increased safety stock,07-11-2025
RSK002355,SHP003254,16,273,2546,26-11-2025,Logistics,Route Blockage,Medium,Inventory,23844,Resolved,Vehicle mechanical failure,Warehouse maintenance completed,09-12-2025
RSK002356,SHP011666,2,104,3129,15-03-2025,Supplier,Supplier Capacity Issue,Low,Customer,2605,Mitigated,Customs clearance delay,Emergency procurement completed,23-03-2025
RSK002357,SHP007749,24,120,907,24-01-2025,Logistics,Lost Shipment,High,Inventory,33592,Resolved,Packaging quality issue,Warehouse maintenance completed,05-02-2025
RSK002358,SHP002188,5,60,1815,19-10-2025,Inventory,Stockout,Low,Supplier,1200,Mitigated,Supplier production delay,Increased safety stock,25-10-2025
RSK002359,SHP011285,4,216,950,25-12-2025,Warehouse,Equipment Failure,Low,Customer,1281,Resolved,Customs clearance delay,Expedited shipment,30-12-2025
RSK002360,SHP010492,11,107,1072,14-05-2025,Logistics,Shipment Delay,Medium,Inventory,21253,Open,Vehicle mechanical failure,Insurance claim initiated,
RSK002361,SHP012126,7,251,3650,03-09-2025,Inventory,Overstock,Low,Shipment,2476,Mitigated,Heavy rainfall disrupted transport,Additional quality inspection,04-09-2025
RSK002362,SHP001715,19,149,4998,31-10-2025,Logistics,Wrong Delivery,High,Supplier,25453,Resolved,Heavy rainfall disrupted transport,Increased safety stock,06-11-2025
RSK002363,SHP003453,13,348,3099,22-04-2025,Financial,Currency Fluctuation,High,Warehouse,68097,Investigating,Heavy rainfall disrupted transport,Insurance claim initiated,
RSK002364,SHP002848,7,150,4457,10-05-2025,Logistics,Wrong Delivery,High,Customer,60363,Open,Heavy rainfall disrupted transport,Assigned alternate supplier,
RSK002365,SHP011914,2,301,674,10-03-2025,Inventory,Stockout,Medium,Inventory,8322,Mitigated,Poor demand forecasting,Additional quality inspection,14-03-2025
RSK002366,SHP012812,22,196,2014,12-01-2025,Inventory,Overstock,Medium,Supplier,15942,Resolved,Warehouse power outage,Assigned alternate supplier,22-01-2025
RSK002367,SHP001142,6,364,3538,07-02-2025,Supplier,Supplier Capacity Issue,Medium,Inventory,16381,Resolved,Customs clearance delay,Insurance claim initiated,10-02-2025
RSK002368,SHP002201,24,242,2374,02-09-2025,Inventory,Stockout,Critical,Supplier,102465,Mitigated,Warehouse power outage,Warehouse maintenance completed,13-09-2025
RSK002369,SHP009248,2,389,4636,26-05-2025,Logistics,Shipment Delay,Medium,Inventory,19686,Mitigated,Poor demand forecasting,Expedited shipment,08-06-2025
RSK002370,SHP008369,4,455,4107,06-04-2025,Logistics,Lost Shipment,Critical,Shipment,179049,Resolved,Vehicle mechanical failure,Warehouse maintenance completed,08-04-2025
RSK002371,SHP011077,6,270,721,06-06-2025,Weather,Heavy Rain,Medium,Shipment,11283,Resolved,Vehicle mechanical failure,Insurance claim initiated,19-06-2025
RSK002372,SHP000835,13,352,2476,02-01-2025,Product Quality,Manufacturing Defect,Low,Shipment,2878,Resolved,Poor demand forecasting,Route optimized,13-01-2025
RSK002373,SHP011386,2,257,350,07-05-2025,Logistics,Lost Shipment,Medium,Customer,9645,Resolved,Customs clearance delay,Emergency procurement completed,17-05-2025
RSK002374,SHP005992,11,483,2162,03-06-2025,Product Quality,Manufacturing Defect,High,Customer,79929,Mitigated,Customs clearance delay,Increased safety stock,13-06-2025
RSK002375,SHP006583,25,124,3777,14-10-2025,Supplier,Material Shortage,Low,Warehouse,4163,Mitigated,Incorrect inventory records,Expedited shipment,17-10-2025
RSK002376,SHP000795,16,448,2943,29-12-2025,Supplier,Supplier Capacity Issue,Medium,Shipment,13531,Resolved,Heavy rainfall disrupted transport,Warehouse maintenance completed,05-01-2026
