shipment_id,order_id,warehouse_id,shipping_city,shipping_state,shipping_partner,shipped_date,expected_delivery_date,actual_delivery_date,shipment_status,delivery_days,shipping_cost,shipment_priority,tracking_status,delay_reason,delivery_rating,customer_feedback,is_on_time
SHP009540,ORD009540,20,Dewas, Arunachal Pradesh,XpressBees,28-12-2025,04-01-2026,04-01-2026,Delivered,7,379.71,Standard,Delivered,,4,Good,Yes
SHP009541,ORD009541,17,Ajmer, Uttarakhand,Delhivery,28-07-2025,31-07-2025,31-07-2025,Delivered,3,582.06,Standard,Delivered,,4,Good,Yes
SHP009542,ORD009542,21,Madhyamgram, Tamil Nadu,Blue Dart,07-02-2026,14-02-2026,14-02-2026,Delivered,7,187.47,Express,Delivered,,3,Average,Yes
SHP009543,ORD009543,15,Sri Ganganagar, Jharkhand,Delhivery,13-09-2024,16-09-2024,17-09-2024,Delivered,4,851.95,Express,Delivered,,4,Good,No
SHP009544,ORD009544,7,Ongole, Rajasthan,XpressBees,16-02-2026,20-02-2026,21-02-2026,Delivered,5,106.59,Standard,Delivered,,3,Average,No
SHP009545,ORD009545,2,Patna, Gujarat,Ecom Express,01-09-2024,07-09-2024,07-09-2024,Delivered,6,474.88,Standard,Delivered,,3,Average,Yes
SHP009546,ORD009546,11,Hazaribagh, Himachal Pradesh,XpressBees,29-03-2026,02-04-2026,,In Transit,,230.6,Standard,Arrived at Hub,,,,Pending
SHP009547,ORD009547,16,Bally, Telangana,XpressBees,19-10-2025,26-10-2025,28-10-2025,Returned,9,727.33,Express,Returned to Warehouse,,1,Very Poor,No
SHP009548,ORD009548,13,Tirunelveli, Goa,Blue Dart,03-09-2025,06-09-2025,,In Transit,,256.41,Standard,Arrived at Hub,,,,Pending
SHP009549,ORD009549,9,Pune, Mizoram,India Post,18-03-2026,22-03-2026,22-03-2026,Delivered,4,316.8,Standard,Delivered,,3,Average,Yes
SHP009550,ORD009550,25,Katihar, Nagaland,DTDC,09-08-2024,14-08-2024,15-08-2024,Delivered,6,262.7,Same Day,Delivered,,3,Average,No
SHP009551,ORD009551,14,Visakhapatnam, Chhattisgarh,DTDC,24-09-2024,01-10-2024,30-09-2024,Delivered,6,659.2,Standard,Delivered,,4,Good,Yes
SHP009552,ORD009552,25,Gandhidham, Mizoram,Delhivery,15-08-2024,18-08-2024,19-08-2024,Delivered,4,301.21,Standard,Delivered,,4,Good,No
SHP009553,ORD009553,10,Guntakal, Karnataka,Delhivery,26-12-2025,30-12-2025,29-12-2025,Delivered,3,471.43,Standard,Delivered,,4,Good,Yes
SHP009554,ORD009554,15,Bijapur, Punjab,Delhivery,13-02-2026,17-02-2026,18-02-2026,Delivered,5,520.68,Standard,Delivered,,5,Excellent,No
SHP009555,ORD009555,25,Hyderabad, Jharkhand,Blue Dart,09-03-2025,11-03-2025,11-03-2025,Delivered,2,876.88,Express,Delivered,,4,Good,Yes
SHP009556,ORD009556,3,Aurangabad, Tamil Nadu,Blue Dart,22-02-2026,24-02-2026,,Out for Delivery,,615.69,Standard,Out for Delivery,,,,Pending
SHP009557,ORD009557,24,Vellore, Goa,Blue Dart,01-08-2024,03-08-2024,04-08-2024,Delivered,3,608.76,Standard,Delivered,,4,Good,No
SHP009558,ORD009558,22,Salem, Goa,XpressBees,20-05-2026,23-05-2026,25-05-2026,Delayed,5,909.68,Standard,Delivery Delayed,Supplier Delay,,,No
SHP009559,ORD009559,20,Rewa, Karnataka,Delhivery,12-12-2024,15-12-2024,,Out for Delivery,,473.8,Express,Out for Delivery,,,,Pending
SHP009560,ORD009560,18,Bhopal, Tamil Nadu,Delhivery,23-09-2024,28-09-2024,,Out for Delivery,,413.3,Standard,Out for Delivery,,,,Pending
SHP009561,ORD009561,5,Gurgaon, Arunachal Pradesh,Delhivery,11-02-2025,15-02-2025,15-02-2025,Delivered,4,773.81,Standard,Delivered,,5,Excellent,Yes
SHP009562,ORD009562,4,Tiruchirappalli, Tamil Nadu,Delhivery,29-08-2025,03-09-2025,05-09-2025,Returned,7,675.76,Standard,Returned to Warehouse,,3,Average,No
SHP009563,ORD009563,5,Kharagpur, Uttarakhand,Blue Dart,13-07-2026,20-07-2026,,In Transit,,792.74,Standard,Arrived at Hub,,,,Pending
SHP009564,ORD009564,12,Muzaffarnagar, Karnataka,Delhivery,11-06-2025,16-06-2025,16-06-2025,Delivered,5,221.8,Same Day,Delivered,,4,Good,Yes
SHP009565,ORD009565,22,Bhatpara, Mizoram,Blue Dart,01-02-2026,06-02-2026,06-02-2026,Delivered,5,419.07,Express,Delivered,,3,Average,Yes
SHP009566,ORD009566,25,Kavali, Assam,Delhivery,14-11-2025,18-11-2025,19-11-2025,Delivered,5,833.69,Express,Delivered,,3,Average,No
SHP009567,ORD009567,25,Bharatpur, Rajasthan,XpressBees,21-03-2025,27-03-2025,28-03-2025,Delivered,7,970.22,Standard,Delivered,,1,Very Poor,No
SHP009568,ORD009568,19,Amritsar, Nagaland,Blue Dart,27-09-2025,03-10-2025,03-10-2025,Delivered,6,393.19,Standard,Delivered,,5,Excellent,Yes
SHP009569,ORD009569,8,Ludhiana, West Bengal,Delhivery,12-06-2025,19-06-2025,21-06-2025,Returned,9,646.96,Same Day,Returned to Warehouse,,3,Average,No
SHP009570,ORD009570,22,Shimoga, Rajasthan,Delhivery,29-05-2025,03-06-2025,,Out for Delivery,,81.95,Standard,Out for Delivery,,,,Pending
SHP009571,ORD009571,9,Vadodara, Mizoram,Ekart Logistics,12-03-2026,17-03-2026,,In Transit,,390.15,Express,Arrived at Hub,,,,Pending
SHP009572,ORD009572,23,Fatehpur, Bihar,XpressBees,01-03-2026,07-03-2026,08-03-2026,Delivered,7,979.51,Standard,Delivered,,4,Good,No
SHP009573,ORD009573,1,Thane, Arunachal Pradesh,Blue Dart,21-05-2026,27-05-2026,03-06-2026,Delayed,13,672.31,Standard,Delivery Delayed,Traffic Congestion,,,No
SHP009574,ORD009574,23,Chittoor, Punjab,Ecom Express,03-01-2026,08-01-2026,,In Transit,,109.31,Standard,Arrived at Hub,,,,Pending
SHP009575,ORD009575,17,Faridabad, Himachal Pradesh,Ekart Logistics,10-08-2024,14-08-2024,15-08-2024,Delivered,5,189.41,Standard,Delivered,,3,Average,No
SHP009576,ORD009576,15,Mirzapur, Telangana,Delhivery,17-05-2026,21-05-2026,22-05-2026,Delivered,5,541.82,Standard,Delivered,,4,Good,No
SHP009577,ORD009577,21,Jamnagar, Nagaland,DTDC,28-04-2026,01-05-2026,30-04-2026,Delivered,2,174.88,Standard,Delivered,,4,Good,Yes
SHP009578,ORD009578,23,Karimnagar, Haryana,Blue Dart,23-09-2025,30-09-2025,,Out for Delivery,,278.06,Standard,Out for Delivery,,,,Pending
SHP009579,ORD009579,9,Nagercoil, Himachal Pradesh,Ekart Logistics,25-11-2025,29-11-2025,28-11-2025,Delivered,3,198.05,Standard,Delivered,,2,Poor,Yes
SHP009580,ORD009580,25,Durg, Sikkim,Blue Dart,05-02-2025,11-02-2025,12-02-2025,Returned,7,336.47,Express,Returned to Warehouse,,3,Average,No
SHP009581,ORD009581,17,Anand, Bihar,DTDC,09-07-2025,16-07-2025,17-07-2025,Delivered,8,895.38,Standard,Delivered,,3,Average,No
SHP009582,ORD009582,18,Bangalore, Mizoram,Blue Dart,17-02-2025,23-02-2025,,In Transit,,726.57,Express,Arrived at Hub,,,,Pending
SHP009583,ORD009583,9,Mangalore, West Bengal,Blue Dart,09-08-2024,12-08-2024,,In Transit,,513.26,Standard,Arrived at Hub,,,,Pending
SHP009584,ORD009584,15,Navi Mumbai, Karnataka,DTDC,15-05-2025,17-05-2025,,In Transit,,383.41,Standard,Arrived at Hub,,,,Pending
SHP009585,ORD009585,7,Jabalpur, Andhra Pradesh,Blue Dart,21-09-2024,27-09-2024,26-09-2024,Delivered,5,374.31,Standard,Delivered,,2,Poor,Yes
SHP009586,ORD009586,13,Udupi, Tripura,Blue Dart,14-01-2026,16-01-2026,17-01-2026,Delivered,3,514.35,Express,Delivered,,5,Excellent,No
SHP009587,ORD009587,16,Guna, Odisha,Blue Dart,28-06-2026,01-07-2026,02-07-2026,Delivered,4,551.16,Standard,Delivered,,3,Average,No
SHP009588,ORD009588,3,Bhusawal, Nagaland,Delhivery,15-12-2025,22-12-2025,,In Transit,,657.82,Express,Arrived at Hub,,,,Pending
SHP009589,ORD009589,3,Nadiad, Himachal Pradesh,Blue Dart,31-05-2025,07-06-2025,06-06-2025,Delivered,6,427.91,Standard,Delivered,,4,Good,Yes
SHP009590,ORD009590,25,Kozhikode, Tamil Nadu,Blue Dart,02-11-2025,04-11-2025,,In Transit,,452.99,Express,Arrived at Hub,,,,Pending
SHP009591,ORD009591,22,Siwan, Chhattisgarh,DTDC,17-01-2025,22-01-2025,23-01-2025,Delivered,6,738.16,Express,Delivered,,5,Excellent,No
SHP009592,ORD009592,19,Rohtak, Tripura,Ekart Logistics,21-03-2025,28-03-2025,28-03-2025,Delivered,7,505.54,Same Day,Delivered,,4,Good,Yes
SHP009593,ORD009593,6,Buxar, Kerala,Blue Dart,18-05-2026,20-05-2026,21-05-2026,Delivered,3,181.69,Standard,Delivered,,4,Good,No
SHP009594,ORD009594,19,Jodhpur, Odisha,Blue Dart,09-10-2024,16-10-2024,15-10-2024,Delivered,6,169.66,Same Day,Delivered,,4,Good,Yes
SHP009595,ORD009595,21,Saharsa, Bihar,XpressBees,08-04-2025,13-04-2025,13-04-2025,Delivered,5,90.29,Standard,Delivered,,2,Poor,Yes
SHP009596,ORD009596,4,Gurgaon, Himachal Pradesh,DTDC,09-09-2025,14-09-2025,13-09-2025,Delivered,4,655.97,Express,Delivered,,4,Good,Yes
SHP009597,ORD009597,19,Shahjahanpur, Uttar Pradesh,Blue Dart,28-08-2025,02-09-2025,,In Transit,,629.2,Standard,Arrived at Hub,,,,Pending
SHP009598,ORD009598,18,Siwan, Maharashtra,Blue Dart,03-04-2026,10-04-2026,09-04-2026,Delivered,6,232.67,Standard,Delivered,,3,Average,Yes
SHP009599,ORD009599,5,Vadodara, Assam,Delhivery,29-01-2026,04-02-2026,03-02-2026,Delivered,5,982.03,Standard,Delivered,,4,Good,Yes
SHP009600,ORD009600,20,Darbhanga, Maharashtra,Blue Dart,27-04-2025,01-05-2025,30-04-2025,Delivered,3,261.57,Express,Delivered,,5,Excellent,Yes
SHP009601,ORD009601,9,Tezpur, Madhya Pradesh,Delhivery,09-08-2024,13-08-2024,,In Transit,,172.15,Standard,Arrived at Hub,,,,Pending
SHP009602,ORD009602,25,Amravati, Andhra Pradesh,DTDC,24-09-2025,28-09-2025,,In Transit,,882.02,Standard,Arrived at Hub,,,,Pending
SHP009603,ORD009603,6,Jamnagar, Chhattisgarh,DTDC,19-06-2026,21-06-2026,22-06-2026,Delivered,3,157.61,Standard,Delivered,,4,Good,No
SHP009604,ORD009604,3,Gulbarga, Chhattisgarh,Blue Dart,05-01-2026,07-01-2026,10-01-2026,Returned,5,969.55,Express,Returned to Warehouse,,3,Average,No
SHP009605,ORD009605,1,Kulti, Punjab,Shadowfax,04-10-2025,09-10-2025,,Out for Delivery,,670.5,Standard,Out for Delivery,,,,Pending
SHP009606,ORD009606,20,Kumbakonam, Rajasthan,Ecom Express,07-12-2025,09-12-2025,12-12-2025,Delayed,5,249.06,Standard,Delivery Delayed,High Order Volume,,,No
SHP009607,ORD009607,13,Dibrugarh, Gujarat,Delhivery,08-12-2024,12-12-2024,11-12-2024,Delivered,3,575.86,Standard,Delivered,,4,Good,Yes
SHP009608,ORD009608,10,Aurangabad, Maharashtra,Ecom Express,11-12-2024,15-12-2024,17-12-2024,Returned,6,988.33,Standard,Returned to Warehouse,,4,Good,No
SHP009609,ORD009609,12,Vijayawada, Telangana,XpressBees,24-07-2024,27-07-2024,28-07-2024,Delivered,4,922.35,Standard,Delivered,,2,Poor,No
SHP009610,ORD009610,6,Shahjahanpur, Punjab,Blue Dart,20-11-2025,22-11-2025,27-11-2025,Delayed,7,145.22,Express,Delivery Delayed,Weather,,,No
SHP009611,ORD009611,10,Raichur, Goa,Ecom Express,05-04-2026,10-04-2026,10-04-2026,Delivered,5,361.13,Express,Delivered,,4,Good,Yes
SHP009612,ORD009612,3,Pune, Bihar,Blue Dart,19-06-2026,25-06-2026,26-06-2026,Delivered,7,685.1,Standard,Delivered,,5,Excellent,No
SHP009613,ORD009613,19,Kozhikode, Mizoram,XpressBees,19-07-2025,24-07-2025,23-07-2025,Delivered,4,270.85,Standard,Delivered,,4,Good,Yes
SHP009614,ORD009614,16,Allahabad, Tripura,XpressBees,24-04-2026,29-04-2026,,Out for Delivery,,556.22,Standard,Out for Delivery,,,,Pending
SHP009615,ORD009615,12,Ulhasnagar, Goa,Ekart Logistics,24-12-2025,27-12-2025,28-12-2025,Returned,4,89.06,Standard,Returned to Warehouse,,3,Average,No
SHP009616,ORD009616,7,Bahraich, Sikkim,Ekart Logistics,28-10-2025,01-11-2025,01-11-2025,Delivered,4,418.93,Standard,Delivered,,4,Good,Yes
SHP009617,ORD009617,7,Amravati, Andhra Pradesh,XpressBees,23-07-2024,28-07-2024,29-07-2024,Delivered,6,534.78,Express,Delivered,,3,Average,No
SHP009618,ORD009618,8,Aurangabad, Telangana,DTDC,16-02-2026,22-02-2026,24-02-2026,Returned,8,273.51,Standard,Returned to Warehouse,,5,Excellent,No
SHP009619,ORD009619,10,Visakhapatnam, Bihar,DTDC,28-06-2025,02-07-2025,03-07-2025,Delivered,5,343.96,Standard,Delivered,,5,Excellent,No
SHP009620,ORD009620,4,Rourkela, Assam,Shadowfax,29-12-2025,05-01-2026,09-01-2026,Delayed,11,433.62,Same Day,Delivery Delayed,High Order Volume,,,No
SHP009621,ORD009621,25,Thoothukudi, Nagaland,DTDC,05-12-2025,10-12-2025,10-12-2025,Delivered,5,773.29,Standard,Delivered,,3,Average,Yes
SHP009622,ORD009622,21,Firozabad, Telangana,Delhivery,04-05-2025,09-05-2025,12-05-2025,Returned,8,795.09,Standard,Returned to Warehouse,,4,Good,No
SHP009623,ORD009623,19,Sambalpur, Chhattisgarh,Delhivery,27-04-2026,30-04-2026,01-05-2026,Delivered,4,629.34,Standard,Delivered,,2,Poor,No
SHP009624,ORD009624,3,Secunderabad, Tamil Nadu,Delhivery,14-11-2025,20-11-2025,21-11-2025,Returned,7,303.04,Standard,Returned to Warehouse,,3,Average,No
SHP009625,ORD009625,7,Gulbarga, Chhattisgarh,XpressBees,11-03-2026,13-03-2026,,Out for Delivery,,459.32,Express,Out for Delivery,,,,Pending
SHP009626,ORD009626,18,Amravati, Odisha,Delhivery,03-06-2026,05-06-2026,06-06-2026,Delivered,3,600.08,Express,Delivered,,2,Poor,No
SHP009627,ORD009627,16,Bhimavaram, Sikkim,Delhivery,04-12-2024,06-12-2024,,In Transit,,181.48,Standard,Arrived at Hub,,,,Pending
SHP009628,ORD009628,17,Bokaro, Madhya Pradesh,DTDC,24-03-2026,31-03-2026,,In Transit,,612.44,Standard,Arrived at Hub,,,,Pending
SHP009629,ORD009629,19,Bardhaman, Bihar,Ekart Logistics,20-11-2024,22-11-2024,,In Transit,,149.61,Standard,Arrived at Hub,,,,Pending
SHP009630,ORD009630,25,Sikar, Nagaland,DTDC,22-02-2025,01-03-2025,,In Transit,,977.67,Standard,Arrived at Hub,,,,Pending
SHP009631,ORD009631,10,Siliguri, Telangana,India Post,25-01-2025,30-01-2025,29-01-2025,Delivered,4,462.85,Standard,Delivered,,3,Average,Yes
SHP009632,ORD009632,2,Ujjain, Nagaland,DTDC,19-04-2026,26-04-2026,,In Transit,,978.2,Standard,Arrived at Hub,,,,Pending
SHP009633,ORD009633,8,Narasaraopet, Andhra Pradesh,Delhivery,25-01-2026,29-01-2026,30-01-2026,Delivered,5,968.58,Standard,Delivered,,3,Average,No
SHP009634,ORD009634,11,Naihati, Madhya Pradesh,DTDC,17-09-2025,24-09-2025,24-09-2025,Delivered,7,876.66,Express,Delivered,,4,Good,Yes
SHP009635,ORD009635,3,Tirunelveli, Goa,Ecom Express,10-04-2025,13-04-2025,,In Transit,,162.58,Express,Arrived at Hub,,,,Pending
SHP009636,ORD009636,9,Tiruchirappalli, Telangana,Ekart Logistics,14-04-2026,17-04-2026,,In Transit,,445.47,Standard,Arrived at Hub,,,,Pending
SHP009637,ORD009637,16,Malegaon, Gujarat,Ekart Logistics,03-01-2025,06-01-2025,05-01-2025,Delivered,2,147.24,Standard,Delivered,,3,Average,Yes
SHP009638,ORD009638,4,Agra, Uttar Pradesh,DTDC,18-08-2025,22-08-2025,,In Transit,,595.6,Standard,Arrived at Hub,,,,Pending
SHP009639,ORD009639,24,Bardhaman, Punjab,Delhivery,08-11-2024,15-11-2024,16-11-2024,Delivered,8,173.55,Standard,Delivered,,5,Excellent,No
SHP009640,ORD009640,22,Bathinda, Maharashtra,India Post,17-04-2025,23-04-2025,,In Transit,,409.98,Standard,Arrived at Hub,,,,Pending
SHP009641,ORD009641,20,Tiruvottiyur, Haryana,Delhivery,24-04-2026,30-04-2026,,In Transit,,871.07,Standard,Arrived at Hub,,,,Pending
SHP009642,ORD009642,10,Kota, Meghalaya,Shadowfax,16-11-2024,23-11-2024,,Out for Delivery,,445.48,Express,Out for Delivery,,,,Pending
SHP009643,ORD009643,19,Aurangabad, Tamil Nadu,Blue Dart,10-07-2025,12-07-2025,12-07-2025,Delivered,2,979.36,Standard,Delivered,,4,Good,Yes
SHP009644,ORD009644,21,Gandhidham, Tripura,India Post,16-02-2025,18-02-2025,,Out for Delivery,,905.99,Standard,Out for Delivery,,,,Pending
SHP009645,ORD009645,3,Hapur, Sikkim,Delhivery,02-07-2026,08-07-2026,07-07-2026,Delivered,5,152.04,Standard,Delivered,,4,Good,Yes
SHP009646,ORD009646,22,Raichur, Madhya Pradesh,Blue Dart,08-02-2026,15-02-2026,15-02-2026,Delivered,7,67.14,Standard,Delivered,,4,Good,Yes
SHP009647,ORD009647,7,Vasai-Virar, Mizoram,India Post,05-04-2026,09-04-2026,09-04-2026,Delivered,4,650.08,Standard,Delivered,,4,Good,Yes
SHP009648,ORD009648,21,Durgapur, Sikkim,Delhivery,26-10-2025,01-11-2025,01-11-2025,Delivered,6,247.2,Standard,Delivered,,5,Excellent,Yes
SHP009649,ORD009649,19,Hubli–Dharwad, Nagaland,Blue Dart,12-01-2025,14-01-2025,,In Transit,,403.03,Express,Arrived at Hub,,,,Pending
SHP009650,ORD009650,21,Sikar, Telangana,Ecom Express,05-07-2025,09-07-2025,10-07-2025,Returned,5,220.11,Express,Returned to Warehouse,,4,Good,No
SHP009651,ORD009651,14,Durgapur, Andhra Pradesh,XpressBees,05-05-2026,08-05-2026,,In Transit,,930.71,Express,Arrived at Hub,,,,Pending
SHP009652,ORD009652,18,Dibrugarh, Gujarat,XpressBees,13-12-2024,20-12-2024,21-12-2024,Delivered,8,664.52,Standard,Delivered,,5,Excellent,No
SHP009653,ORD009653,18,Sultan Pur Majra, Manipur,Delhivery,24-07-2024,30-07-2024,,Out for Delivery,,520.68,Standard,Out for Delivery,,,,Pending
SHP009654,ORD009654,9,Kirari Suleman Nagar, Odisha,India Post,04-12-2024,11-12-2024,11-12-2024,Delivered,7,356.57,Standard,Delivered,,4,Good,Yes
SHP009655,ORD009655,4,Tirunelveli, Uttarakhand,Delhivery,15-01-2025,20-01-2025,23-01-2025,Returned,8,745.61,Standard,Returned to Warehouse,,4,Good,No
SHP009656,ORD009656,10,Aurangabad, Tamil Nadu,XpressBees,30-03-2025,03-04-2025,04-04-2025,Delivered,5,898,Standard,Delivered,,4,Good,No
SHP009657,ORD009657,22,Bahraich, Andhra Pradesh,DTDC,19-06-2025,21-06-2025,20-06-2025,Delivered,1,916.08,Express,Delivered,,4,Good,Yes
SHP009658,ORD009658,12,Farrukhabad, Andhra Pradesh,DTDC,27-06-2025,04-07-2025,,In Transit,,51.4,Standard,Arrived at Hub,,,,Pending
SHP009659,ORD009659,25,Dewas, Karnataka,XpressBees,01-10-2024,03-10-2024,04-10-2024,Delivered,3,426.63,Standard,Delivered,,3,Average,No
SHP009660,ORD009660,16,Jalgaon, Tamil Nadu,XpressBees,21-10-2025,28-10-2025,27-10-2025,Delivered,6,643.25,Standard,Delivered,,4,Good,Yes
SHP009661,ORD009661,12,Dehri, Nagaland,Ekart Logistics,24-04-2025,26-04-2025,,In Transit,,983.17,Standard,Arrived at Hub,,,,Pending
SHP009662,ORD009662,11,Bardhaman, Punjab,Blue Dart,06-03-2026,12-03-2026,,In Transit,,857.97,Standard,Arrived at Hub,,,,Pending
SHP009663,ORD009663,23,Bijapur, Mizoram,Delhivery,06-10-2025,10-10-2025,,In Transit,,710.29,Standard,Arrived at Hub,,,,Pending
SHP009664,ORD009664,9,Tirunelveli, Haryana,Ecom Express,02-12-2025,08-12-2025,07-12-2025,Delivered,5,81.07,Standard,Delivered,,4,Good,Yes
SHP009665,ORD009665,22,Vijayawada, Goa,Blue Dart,24-01-2026,30-01-2026,31-01-2026,Delivered,7,987.74,Standard,Delivered,,3,Average,No
SHP009666,ORD009666,18,Surat, Mizoram,Delhivery,04-07-2026,08-07-2026,08-07-2026,Delivered,4,538.23,Same Day,Delivered,,5,Excellent,Yes
SHP009667,ORD009667,23,Sambalpur, Meghalaya,Delhivery,27-09-2025,29-09-2025,28-09-2025,Delivered,1,504.35,Standard,Delivered,,5,Excellent,Yes
SHP009668,ORD009668,16,Sagar, Tamil Nadu,Blue Dart,30-11-2025,02-12-2025,,In Transit,,195.73,Standard,Arrived at Hub,,,,Pending
SHP009669,ORD009669,18,Jodhpur, Odisha,Blue Dart,24-07-2024,29-07-2024,01-08-2024,Returned,8,660.34,Standard,Returned to Warehouse,,3,Average,No
SHP009670,ORD009670,12,Ahmednagar, West Bengal,DTDC,09-01-2025,16-01-2025,15-01-2025,Delivered,6,484.07,Express,Delivered,,2,Poor,Yes
SHP009671,ORD009671,18,Thrissur, Nagaland,XpressBees,29-11-2024,02-12-2024,,Lost,,976.3,Standard,Shipment Lost,Supplier Delay,,,Pending
SHP009672,ORD009672,12,Surat, Madhya Pradesh,Delhivery,06-12-2025,13-12-2025,12-12-2025,Delivered,6,927.99,Standard,Delivered,,2,Poor,Yes
SHP009673,ORD009673,2,Avadi, Himachal Pradesh,XpressBees,06-05-2026,08-05-2026,11-05-2026,Returned,5,145.93,Standard,Returned to Warehouse,,5,Excellent,No
SHP009674,ORD009674,23,Karimnagar, West Bengal,Delhivery,04-10-2024,06-10-2024,,In Transit,,519.55,Standard,Arrived at Hub,,,,Pending
SHP009675,ORD009675,2,Kozhikode, Odisha,XpressBees,20-12-2024,26-12-2024,26-12-2024,Delivered,6,339.2,Standard,Delivered,,3,Average,Yes
SHP009676,ORD009676,24,Kavali, Odisha,Delhivery,11-05-2025,14-05-2025,17-05-2025,Returned,6,232.69,Standard,Returned to Warehouse,,4,Good,No
SHP009677,ORD009677,4,Khora , Himachal Pradesh,Blue Dart,23-11-2024,30-11-2024,03-12-2024,Returned,10,320.2,Standard,Returned to Warehouse,,4,Good,No
SHP009678,ORD009678,11,Tezpur, Andhra Pradesh,Delhivery,13-06-2025,16-06-2025,17-06-2025,Delivered,4,593.58,Express,Delivered,,5,Excellent,No
SHP009679,ORD009679,12,Bijapur, Mizoram,Ekart Logistics,19-06-2025,21-06-2025,21-06-2025,Delivered,2,305.48,Standard,Delivered,,4,Good,Yes
SHP009680,ORD009680,22,Khandwa, Karnataka,DTDC,16-09-2025,23-09-2025,24-09-2025,Delivered,8,978.63,Standard,Delivered,,4,Good,No
SHP009681,ORD009681,2,Ujjain, Bihar,Delhivery,05-10-2025,07-10-2025,08-10-2025,Delivered,3,231.22,Standard,Delivered,,5,Excellent,No
SHP009682,ORD009682,11,Saharanpur, Bihar,Blue Dart,12-01-2026,18-01-2026,,In Transit,,292.96,Standard,Arrived at Hub,,,,Pending
SHP009683,ORD009683,14,Jhansi, Gujarat,Blue Dart,08-08-2024,10-08-2024,09-08-2024,Delivered,1,890.58,Standard,Delivered,,2,Poor,Yes
SHP009684,ORD009684,8,Kadapa, Chhattisgarh,Blue Dart,15-02-2025,19-02-2025,26-02-2025,Delayed,11,85.89,Standard,Delivery Delayed,Traffic Congestion,,,No
SHP009685,ORD009685,11,Vijayawada, Jharkhand,Delhivery,15-10-2024,22-10-2024,24-10-2024,Returned,9,822.7,Standard,Returned to Warehouse,,4,Good,No
SHP009686,ORD009686,13,Sasaram, Goa,Delhivery,14-08-2024,21-08-2024,22-08-2024,Delivered,8,333.64,Same Day,Delivered,,2,Poor,No
SHP009687,ORD009687,23,Kottayam, Maharashtra,Delhivery,18-01-2025,20-01-2025,,In Transit,,51.75,Standard,Arrived at Hub,,,,Pending
SHP009688,ORD009688,23,Mango, Manipur,Blue Dart,27-12-2024,30-12-2024,31-12-2024,Delivered,4,71.78,Express,Delivered,,5,Excellent,No
SHP009689,ORD009689,19,Chittoor, Tripura,Blue Dart,21-12-2025,25-12-2025,,Out for Delivery,,644.36,Express,Out for Delivery,,,,Pending
SHP009690,ORD009690,15,Kollam, Sikkim,DTDC,15-05-2026,18-05-2026,17-05-2026,Delivered,2,570.93,Standard,Delivered,,3,Average,Yes
SHP009691,ORD009691,7,Nellore, Himachal Pradesh,Blue Dart,15-12-2024,17-12-2024,,Out for Delivery,,328.76,Standard,Out for Delivery,,,,Pending
SHP009692,ORD009692,13,Avadi, Telangana,Blue Dart,20-02-2026,23-02-2026,26-02-2026,Returned,6,71.49,Standard,Returned to Warehouse,,5,Excellent,No
SHP009693,ORD009693,22,Nellore, Rajasthan,Delhivery,19-03-2026,26-03-2026,27-03-2026,Returned,8,348.09,Same Day,Returned to Warehouse,,3,Average,No
SHP009694,ORD009694,22,Navi Mumbai, Karnataka,XpressBees,31-12-2025,06-01-2026,13-01-2026,Delayed,13,62.93,Standard,Delivery Delayed,Warehouse Delay,,,No
SHP009695,ORD009695,12,Ludhiana, Bihar,Ekart Logistics,16-07-2025,22-07-2025,,In Transit,,775.13,Standard,Arrived at Hub,,,,Pending
SHP009696,ORD009696,9,Bellary, Assam,DTDC,23-09-2025,29-09-2025,30-09-2025,Delivered,7,115.25,Standard,Delivered,,3,Average,No
SHP009697,ORD009697,13,Maheshtala, Tamil Nadu,Delhivery,28-12-2025,01-01-2026,01-01-2026,Delivered,4,517.24,Express,Delivered,,1,Very Poor,Yes
SHP009698,ORD009698,23,Morbi, Meghalaya,Shadowfax,08-04-2025,13-04-2025,12-04-2025,Delivered,4,493.52,Standard,Delivered,,4,Good,Yes
SHP009699,ORD009699,4,Katni, Manipur,Shadowfax,18-01-2026,22-01-2026,25-01-2026,Returned,7,125.59,Standard,Returned to Warehouse,,4,Good,No
SHP009700,ORD009700,12,Ghaziabad, Goa,Ecom Express,13-04-2026,18-04-2026,19-04-2026,Delivered,6,533.49,Standard,Delivered,,2,Poor,No
SHP009701,ORD009701,3,Tirunelveli, Jharkhand,Blue Dart,05-07-2025,09-07-2025,,Out for Delivery,,136.52,Standard,Out for Delivery,,,,Pending
SHP009702,ORD009702,12,Srinagar, Mizoram,Delhivery,19-02-2025,22-02-2025,,Out for Delivery,,641.57,Express,Out for Delivery,,,,Pending
SHP009703,ORD009703,21,Rourkela, Haryana,Delhivery,22-07-2025,25-07-2025,24-07-2025,Delivered,2,141.23,Express,Delivered,,4,Good,Yes
SHP009704,ORD009704,18,Aligarh, Tripura,Blue Dart,21-03-2026,24-03-2026,24-03-2026,Delivered,3,788.04,Standard,Delivered,,3,Average,Yes
SHP009705,ORD009705,21,Khammam, Madhya Pradesh,XpressBees,06-07-2025,09-07-2025,10-07-2025,Delivered,4,558,Standard,Delivered,,3,Average,No
SHP009706,ORD009706,1,Kadapa, Uttarakhand,Blue Dart,05-09-2025,11-09-2025,10-09-2025,Delivered,5,661.37,Express,Delivered,,4,Good,Yes
